true_label,pred_label,text,prob_Shringara,prob_Hasya,prob_Karuna,prob_Raudra,prob_Veera,prob_Bhayanaka,prob_Bibhatsa,prob_Adbhuta,prob_Shanta,correct,model,fold
0,7,तत्तुदृश्यतेतीर्थंसमुद्रस्यवरानने ।।6.126.15।। यत्रसागरमुत्तीर्यतांरात्रिमुषितावयम् ।,0.00026982656,0.000105193954,0.00021947753,0.0001334828,0.00055876217,0.00038990032,0.00028039335,0.9958605,0.0021825305,False,MuRIL,3
2,0,प्रसादये त्वां कौसल्ये रचितोऽयं मयाऽञ्जलिः। वत्सला चानृशंसा च त्वं हि नित्यं परेष्वपि।।2.62.7।।,0.9278019,0.00027416108,0.06835427,0.000757801,0.00097592926,0.0005467465,0.00030780872,0.00060198695,0.00037933275,False,MuRIL,5
5,3,द्रुमाणांचशिलानांचशस्त्राणांचापिनिस्स्वनः ।।6.53.21।। श्रूयतेसुमहांस्तत्रघोरोहृदयभेदसः ।,0.00019895942,0.00035286936,0.0004125638,0.9957279,0.0011668635,0.0011040492,0.00071943004,0.0001739416,0.0001434644,False,MuRIL,3
0,2,यो मे भ्राता पिता बन्धुर्यस्य दासोऽस्मि धीमतः। तस्य मां शीघ्रमाख्याहि रामस्याक्लिष्टकर्मणः।।2.72.32।।,0.0005665971,0.00020700983,0.9889398,0.0014191356,0.0073142685,0.00039261617,0.00017387365,0.00017484388,0.0008118014,False,MuRIL,3
3,4,मनोरथोऽयमिष्टोऽस्या भगिन्या मम राक्षसाः। शीघ्रं सम्पाद्यतां तौ च प्रमथ्य स्वेन तेजसा।।3.19.24।।,0.0002197638,9.341734e-05,0.0002166846,0.0005529974,0.9982231,0.00031778298,0.00011583212,0.0001667011,9.373128e-05,False,MuRIL,4
4,3,एवमुक्त्वा स द्युतिमान् वचनंभ्रातुरग्रतः । स रावणिवधाकाङ्क्षीलक्ष्मणस्त्वरितोययौ ।।6.85.28।।,0.00035165614,0.00024335545,0.0008639442,0.65749395,0.33759785,0.0018186981,0.0007972363,0.00043126103,0.00040209314,False,MuRIL,4
8,4,ततो वेदश्रुतिं नाम शिववारिवहां नदीम्। उत्तीर्याभिमुखः प्रायादगस्त्याध्युषितां दिशम्।।2.49.10।।,0.004567465,0.0019916848,0.004322144,0.08062878,0.79007286,0.039982222,0.0016910053,0.035358865,0.041384954,False,MuRIL,1
3,2,कीमेतदेवंसुविनिश्चितंतेयद्राघवेनासिकृतानुकम्प । पश्याद्यमद्बाहुबलाभिभूतोविकीर्णमात्मानमथोनगेन्द्र ।।6.74.66।।,0.004405769,0.00021884851,0.96418655,0.015454939,0.011748929,0.0023999286,0.0005522265,0.0008415284,0.00019142576,False,MuRIL,5
3,4,ततस्तन्नगरद्वारं वेगेनाप्लुतवानहम्। पुच्छेन च प्रदीप्तेन तां पुरीं साट्टगोपुराम्।।5.58.155।। दहाम्यहमसंभ्रान्तो युगान्ताग्निरिव प्रजाः।,0.0038139825,0.0026121968,0.0014731892,0.0976888,0.6788715,0.100896,0.004309176,0.10981599,0.000519114,False,MuRIL,3
2,0,को न्वनेनाऽप्रतीतेन सोत्कण्ठितजनेन च। सम्प्रियेतामनोज्ञेन वासेन हृतचेतसा।।2.48.20।।,0.87234306,0.00038619406,0.121160574,0.0012899877,0.0019271336,0.00058182434,0.00047693876,0.0006985159,0.0011358368,False,MuRIL,3
8,4,इदं निखिल मव्यग्रं राज्यं पित्र्यमकण्टकम्। अनुशाधि स्वधर्मेण धर्मज्ञ सहबान्धवैः।।2.106.25।।,0.0005159772,0.00013213186,0.002727206,0.000522632,0.9936924,0.0010633402,0.00018819615,0.00013714156,0.0010209848,False,MuRIL,2
